dates,event_name,gender,match_type,winner,overs,season,team_type,team1,team2,result,method,stage
2017-07-09,NatWest T20 Blast,male,T20,Northamptonshire,20,2017,club,Durham,Northamptonshire,NA,NA,NA
2017-07-09,NatWest T20 Blast,male,T20,Glamorgan,20,2017,club,Glamorgan,Sussex,NA,NA,NA
2017-07-09,NatWest T20 Blast,male,T20,Surrey,20,2017,club,Surrey,Somerset,NA,NA,NA
2017-07-09,NatWest T20 Blast,male,T20,Leicestershire,20,2017,club,Lancashire,Leicestershire,NA,NA,NA
2017-07-09,NatWest T20 Blast,male,T20,Kent,20,2017,club,Essex,Kent,NA,NA,NA
2017-07-12,NatWest T20 Blast,male,T20,Hampshire,20,2017,club,Hampshire,Sussex,NA,NA,NA
2017-07-13,NatWest T20 Blast,male,T20,Essex,20,2017,club,Essex,Somerset,NA,NA,NA
2017-07-13,NatWest T20 Blast,male,T20,Middlesex,20,2017,club,Surrey,Middlesex,NA,NA,NA
2017-07-13,NatWest T20 Blast,male,T20,Gloucestershire,20,2017,club,Kent,Gloucestershire,NA,NA,NA
2017-07-14,NatWest T20 Blast,male,T20,Hampshire,20,2017,club,Hampshire,Middlesex,NA,NA,NA
2017-07-14,NatWest T20 Blast,male,T20,NA,20,2017,club,Lancashire,Yorkshire,tie,D/L,NA
2017-07-14,NatWest T20 Blast,male,T20,Kent,20,2017,club,Surrey,Kent,NA,NA,NA
2017-07-14,NatWest T20 Blast,male,T20,Northamptonshire,20,2017,club,Warwickshire,Northamptonshire,NA,NA,NA
2017-07-14,NatWest T20 Blast,male,T20,Leicestershire,20,2017,club,Worcestershire,Leicestershire,NA,NA,NA
2017-07-15,NatWest T20 Blast,male,T20,NA,20,2017,club,Glamorgan,Somerset,no result,NA,NA
2017-07-16,NatWest T20 Blast,male,T20,Leicestershire,20,2017,club,Leicestershire,Warwickshire,NA,NA,NA
2017-07-16,NatWest T20 Blast,male,T20,Lancashire,20,2017,club,Derbyshire,Lancashire,NA,NA,NA
2017-07-16,NatWest T20 Blast,male,T20,Glamorgan,20,2017,club,Essex,Glamorgan,NA,NA,NA
2017-07-16,NatWest T20 Blast,male,T20,NA,20,2017,club,Sussex,Gloucestershire,no result,NA,NA
2017-07-16,NatWest T20 Blast,male,T20,Somerset,20,2017,club,Somerset,Middlesex,NA,NA,NA
2017-07-18,NatWest T20 Blast,male,T20,Gloucestershire,20,2017,club,Gloucestershire,Kent,NA,NA,NA
2017-07-19,NatWest T20 Blast,male,T20,Derbyshire,20,2017,club,Worcestershire,Derbyshire,NA,NA,NA
2017-07-19,NatWest T20 Blast,male,T20,Surrey,20,2017,club,Surrey,Essex,NA,NA,NA
2017-07-20,NatWest T20 Blast,male,T20,Middlesex,20,2017,club,Middlesex,Kent,NA,NA,NA
2017-07-20,NatWest T20 Blast,male,T20,Leicestershire,20,2017,club,Leicestershire,Durham,NA,NA,NA
2017-07-20,NatWest T20 Blast,male,T20,Sussex,20,2017,club,Hampshire,Sussex,NA,NA,NA
2017-07-21,NatWest T20 Blast,male,T20,Northamptonshire,20,2017,club,Northamptonshire,Leicestershire,NA,D/L,NA
2017-07-21,NatWest T20 Blast,male,T20,Yorkshire,20,2017,club,Yorkshire,Warwickshire,NA,NA,NA
2017-07-21,NatWest T20 Blast,male,T20,Surrey,20,2017,club,Surrey,Middlesex,NA,NA,NA
2017-07-21,NatWest T20 Blast,male,T20,Nottinghamshire,20,2017,club,Nottinghamshire,Derbyshire,NA,NA,NA
2017-07-21,NatWest T20 Blast,male,T20,Essex,20,2017,club,Hampshire,Essex,NA,NA,NA
2017-07-21,NatWest T20 Blast,male,T20,NA,20,2017,club,Sussex,Glamorgan,no result,NA,NA
2017-07-22,NatWest T20 Blast,male,T20,Nottinghamshire,20,2017,club,Northamptonshire,Nottinghamshire,NA,D/L,NA
2017-07-23,NatWest T20 Blast,male,T20,Yorkshire,20,2017,club,Yorkshire,Worcestershire,NA,NA,NA
2017-07-23,NatWest T20 Blast,male,T20,Lancashire,20,2017,club,Lancashire,Durham,NA,NA,NA
2017-07-23,NatWest T20 Blast,male,T20,Somerset,20,2017,club,Middlesex,Somerset,NA,NA,NA
2017-07-23,NatWest T20 Blast,male,T20,NA,20,2017,club,Kent,Sussex,tie,D/L,NA
2017-07-23,NatWest T20 Blast,male,T20,Warwickshire,20,2017,club,Warwickshire,Derbyshire,NA,NA,NA
2017-07-25,NatWest T20 Blast,male,T20,Glamorgan,20,2017,club,Glamorgan,Gloucestershire,NA,NA,NA
2017-07-25,NatWest T20 Blast,male,T20,Nottinghamshire,20,2017,club,Durham,Nottinghamshire,NA,NA,NA
2017-07-26,NatWest T20 Blast,male,T20,Yorkshire,20,2017,club,Yorkshire,Durham,NA,NA,NA
2017-07-26,NatWest T20 Blast,male,T20,Somerset,20,2017,club,Somerset,Hampshire,NA,NA,NA
2017-07-26,NatWest T20 Blast,male,T20,Worcestershire,20,2017,club,Worcestershire,Nottinghamshire,NA,NA,NA
2017-07-27,NatWest T20 Blast,male,T20,Kent,20,2017,club,Somerset,Kent,NA,D/L,NA
2017-07-27,NatWest T20 Blast,male,T20,Middlesex,20,2017,club,Middlesex,Essex,NA,NA,NA
2017-07-27,NatWest T20 Blast,male,T20,Northamptonshire,20,2017,club,Worcestershire,Northamptonshire,NA,NA,NA
2017-07-28,NatWest T20 Blast,male,T20,NA,20,2017,club,Middlesex,Sussex,no result,NA,NA
2017-07-28,NatWest T20 Blast,male,T20,Durham,20,2017,club,Leicestershire,Durham,NA,NA,NA
2017-07-28,NatWest T20 Blast,male,T20,Hampshire,20,2017,club,Gloucestershire,Hampshire,NA,D/L,NA
2017-07-30,NatWest T20 Blast,male,T20,Nottinghamshire,20,2017,club,Yorkshire,Nottinghamshire,NA,NA,NA
2017-07-30,NatWest T20 Blast,male,T20,Worcestershire,20,2017,club,Durham,Worcestershire,NA,NA,NA
2017-07-30,NatWest T20 Blast,male,T20,Derbyshire,20,2017,club,Leicestershire,Derbyshire,NA,NA,NA
2017-07-30,NatWest T20 Blast,male,T20,Glamorgan,20,2017,club,Glamorgan,Kent,NA,NA,NA
2017-07-30,NatWest T20 Blast,male,T20,Somerset,20,2017,club,Somerset,Sussex,NA,D/L,NA
2017-07-30,NatWest T20 Blast,male,T20,Warwickshire,20,2017,club,Lancashire,Warwickshire,NA,NA,NA
2017-08-01,NatWest T20 Blast,male,T20,Warwickshire,20,2017,club,Warwickshire,Northamptonshire,NA,NA,NA
2017-08-01,NatWest T20 Blast,male,T20,Kent,20,2017,club,Kent,Hampshire,NA,NA,NA
2017-08-02,NatWest T20 Blast,male,T20,NA,20,2017,club,Nottinghamshire,Leicestershire,no result,NA,NA
2017-08-03,NatWest T20 Blast,male,T20,Gloucestershire,20,2017,club,Gloucestershire,Glamorgan,NA,D/L,NA
2017-08-03,NatWest T20 Blast,male,T20,Northamptonshire,20,2017,club,Northamptonshire,Lancashire,NA,NA,NA
2017-08-03,NatWest T20 Blast,male,T20,Sussex,20,2017,club,Surrey,Sussex,NA,NA,NA
2017-08-03,NatWest T20 Blast,male,T20,Derbyshire,20,2017,club,Yorkshire,Derbyshire,NA,NA,NA
2017-08-03,NatWest T20 Blast,male,T20,Hampshire,20,2017,club,Middlesex,Hampshire,NA,NA,NA
2017-08-04,NatWest T20 Blast,male,T20,Lancashire,20,2017,club,Lancashire,Leicestershire,NA,NA,NA
2017-08-04,NatWest T20 Blast,male,T20,Nottinghamshire,20,2017,club,Nottinghamshire,Derbyshire,NA,NA,NA
2017-08-04,NatWest T20 Blast,male,T20,Durham,20,2017,club,Durham,Yorkshire,NA,NA,NA
2017-08-04,NatWest T20 Blast,male,T20,Gloucestershire,20,2017,club,Somerset,Gloucestershire,NA,NA,NA
2017-08-04,NatWest T20 Blast,male,T20,Sussex,20,2017,club,Kent,Sussex,NA,NA,NA
2017-08-04,NatWest T20 Blast,male,T20,Glamorgan,20,2017,club,Glamorgan,Surrey,NA,NA,NA
2017-08-04,NatWest T20 Blast,male,T20,Worcestershire,20,2017,club,Worcestershire,Warwickshire,NA,NA,NA
2017-08-04,NatWest T20 Blast,male,T20,Essex,20,2017,club,Hampshire,Essex,NA,NA,NA
2017-08-05,NatWest T20 Blast,male,T20,Nottinghamshire,20,2017,club,Durham,Nottinghamshire,NA,NA,NA
2017-08-05,NatWest T20 Blast,male,T20,Northamptonshire,20,2017,club,Northamptonshire,Worcestershire,NA,NA,NA
2017-08-06,NatWest T20 Blast,male,T20,Somerset,20,2017,club,Surrey,Somerset,NA,NA,NA
2017-08-10,NatWest T20 Blast,male,T20,Hampshire,20,2017,club,Glamorgan,Hampshire,NA,NA,NA
2017-08-10,NatWest T20 Blast,male,T20,Middlesex,20,2017,club,Middlesex,Sussex,NA,NA,NA
2017-08-11,NatWest T20 Blast,male,T20,Hampshire,20,2017,club,Kent,Hampshire,NA,NA,NA
2017-08-11,NatWest T20 Blast,male,T20,Nottinghamshire,20,2017,club,Warwickshire,Nottinghamshire,NA,NA,NA
2017-08-11,NatWest T20 Blast,male,T20,Durham,20,2017,club,Durham,Worcestershire,NA,NA,NA
2017-08-11,NatWest T20 Blast,male,T20,Essex,20,2017,club,Essex,Middlesex,NA,NA,NA
2017-08-11,NatWest T20 Blast,male,T20,Leicestershire,20,2017,club,Leicestershire,Northamptonshire,NA,NA,NA
2017-08-11,NatWest T20 Blast,male,T20,Sussex,20,2017,club,Gloucestershire,Sussex,NA,NA,NA
2017-08-11,NatWest T20 Blast,male,T20,Yorkshire,20,2017,club,Yorkshire,Lancashire,NA,NA,NA
2017-08-12,NatWest T20 Blast,male,T20,Kent,20,2017,club,Somerset,Kent,NA,NA,NA
2017-08-12,NatWest T20 Blast,male,T20,Leicestershire,20,2017,club,Yorkshire,Leicestershire,NA,NA,NA
2017-08-13,NatWest T20 Blast,male,T20,Nottinghamshire,20,2017,club,Nottinghamshire,Worcestershire,NA,NA,NA
2017-08-13,NatWest T20 Blast,male,T20,Surrey,20,2017,club,Surrey,Sussex,NA,NA,NA
2017-08-13,NatWest T20 Blast,male,T20,Essex,20,2017,club,Gloucestershire,Essex,NA,NA,NA
2017-08-13,NatWest T20 Blast,male,T20,Warwickshire,20,2017,club,Durham,Warwickshire,NA,NA,NA
2017-08-13,NatWest T20 Blast,male,T20,Glamorgan,20,2017,club,Glamorgan,Somerset,NA,NA,NA
2017-08-15,NatWest T20 Blast,male,T20,Middlesex,20,2017,club,Middlesex,Gloucestershire,NA,NA,NA
2017-08-15,NatWest T20 Blast,male,T20,Derbyshire,20,2017,club,Durham,Derbyshire,NA,NA,NA
2017-08-16,NatWest T20 Blast,male,T20,Lancashire,20,2017,club,Worcestershire,Lancashire,NA,NA,NA
2017-08-17,NatWest T20 Blast,male,T20,Kent,20,2017,club,Kent,Essex,NA,NA,NA
2017-08-17,NatWest T20 Blast,male,T20,Leicestershire,20,2017,club,Derbyshire,Leicestershire,NA,NA,NA
2017-08-17,NatWest T20 Blast,male,T20,Surrey,20,2017,club,Gloucestershire,Surrey,NA,NA,NA
2017-08-17,NatWest T20 Blast,male,T20,Yorkshire,20,2017,club,Yorkshire,Northamptonshire,NA,NA,NA
2017-08-18,NatWest T20 Blast,male,T20,Surrey,20,2017,club,Surrey,Kent,NA,NA,NA
2017-08-18,NatWest T20 Blast,male,T20,Sussex,20,2017,club,Sussex,Essex,NA,NA,NA
2017-08-18,NatWest T20 Blast,male,T20,Glamorgan,20,2017,club,Middlesex,Glamorgan,NA,NA,NA
2017-08-18,NatWest T20 Blast,male,T20,Derbyshire,20,2017,club,Derbyshire,Worcestershire,NA,NA,NA
2017-08-18,NatWest T20 Blast,male,T20,Somerset,20,2017,club,Somerset,Hampshire,NA,NA,NA
2017-08-18,NatWest T20 Blast,male,T20,Warwickshire,20,2017,club,Lancashire,Warwickshire,NA,NA,NA
2017-08-18,NatWest T20 Blast,male,T20,NA,20,2017,club,Durham,Northamptonshire,no result,NA,NA
2017-08-18,NatWest T20 Blast,male,T20,Leicestershire,20,2017,club,Leicestershire,Nottinghamshire,NA,NA,NA
2017-08-22,NatWest T20 Blast,male,T20,Hampshire,20,2017,club,Hampshire,Derbyshire,NA,NA,Quarter Final
2017-08-23,NatWest T20 Blast,male,T20,Glamorgan,20,2017,club,Leicestershire,Glamorgan,NA,NA,Quarter Final
2017-08-24,NatWest T20 Blast,male,T20,Nottinghamshire,20,2017,club,Somerset,Nottinghamshire,NA,NA,Quarter Final
2017-08-25,NatWest T20 Blast,male,T20,Warwickshire,20,2017,club,Surrey,Warwickshire,NA,NA,Quarter Final
2017-09-02,NatWest T20 Blast,male,T20,Warwickshire,20,2017,club,Warwickshire,Glamorgan,NA,NA,Semi Final
2017-04-27,Royal London One-Day Cup,male,ODM,Warwickshire,50,2017,club,Northamptonshire,Warwickshire,NA,D/L,NA
2017-04-27,Royal London One-Day Cup,male,ODM,NA,50,2017,club,Middlesex,Sussex,no result,NA,NA
2017-04-27,Royal London One-Day Cup,male,ODM,Worcestershire,50,2017,club,Nottinghamshire,Worcestershire,NA,D/L,NA
2017-04-27,Royal London One-Day Cup,male,ODM,Glamorgan,50,2017,club,Glamorgan,Gloucestershire,NA,D/L,NA
2017-04-27,Royal London One-Day Cup,male,ODM,Hampshire,50,2017,club,Kent,Hampshire,NA,NA,NA
2017-04-27,Royal London One-Day Cup,male,ODM,NA,50,2017,club,Durham,Derbyshire,no result,NA,NA
2017-04-28,Royal London One-Day Cup,male,ODM,Leicestershire,50,2017,club,Lancashire,Leicestershire,NA,D/L,NA
2017-04-28,Royal London One-Day Cup,male,ODM,Somerset,50,2017,club,Surrey,Somerset,NA,NA,NA
2017-04-29,Royal London One-Day Cup,male,ODM,Yorkshire,50,2017,club,Nottinghamshire,Yorkshire,NA,NA,NA
2017-04-30,Royal London One-Day Cup,male,ODM,Derbyshire,50,2017,club,Northamptonshire,Derbyshire,NA,NA,NA
2017-04-30,Royal London One-Day Cup,male,ODM,Essex,50,2017,club,Essex,Hampshire,NA,NA,NA
2017-04-30,Royal London One-Day Cup,male,ODM,Surrey,50,2017,club,Glamorgan,Surrey,NA,D/L,NA
2017-04-30,Royal London One-Day Cup,male,ODM,Worcestershire,50,2017,club,Worcestershire,Leicestershire,NA,NA,NA
2017-04-30,Royal London One-Day Cup,male,ODM,Gloucestershire,50,2017,club,Middlesex,Gloucestershire,NA,NA,NA
2017-04-30,Royal London One-Day Cup,male,ODM,Somerset,50,2017,club,Somerset,Sussex,NA,D/L,NA
2017-05-01,Royal London One-Day Cup,male,ODM,Durham,50,2017,club,Durham,Warwickshire,NA,NA,NA
2017-05-01,Royal London One-Day Cup,male,ODM,Yorkshire,50,2017,club,Yorkshire,Lancashire,NA,NA,NA
2017-05-02,Royal London One-Day Cup,male,ODM,Leicestershire,50,2017,club,Leicestershire,Warwickshire,NA,NA,NA
2017-05-02,Royal London One-Day Cup,male,ODM,Somerset,50,2017,club,Kent,Somerset,NA,NA,NA
2017-05-02,Royal London One-Day Cup,male,ODM,Essex,50,2017,club,Surrey,Essex,NA,NA,NA
2017-05-02,Royal London One-Day Cup,male,ODM,Sussex,50,2017,club,Sussex,Glamorgan,NA,D/L,NA
2017-05-02,Royal London One-Day Cup,male,ODM,Nottinghamshire,50,2017,club,Derbyshire,Nottinghamshire,NA,D/L,NA
2017-05-03,Royal London One-Day Cup,male,ODM,Middlesex,50,2017,club,Middlesex,Hampshire,NA,D/L,NA
2017-05-03,Royal London One-Day Cup,male,ODM,NA,50,2017,club,Worcestershire,Northamptonshire,tie,NA,NA
2017-05-03,Royal London One-Day Cup,male,ODM,Yorkshire,50,2017,club,Durham,Yorkshire,NA,NA,NA
2017-05-04,Royal London One-Day Cup,male,ODM,Essex,50,2017,club,Essex,Gloucestershire,NA,NA,NA
2017-05-05,Royal London One-Day Cup,male,ODM,Durham,50,2017,club,Leicestershire,Durham,NA,NA,NA
2017-05-05,Royal London One-Day Cup,male,ODM,Nottinghamshire,50,2017,club,Nottinghamshire,Warwickshire,NA,NA,NA
2017-05-05,Royal London One-Day Cup,male,ODM,Surrey,50,2017,club,Middlesex,Surrey,NA,NA,NA
2017-05-05,Royal London One-Day Cup,male,ODM,Worcestershire,50,2017,club,Worcestershire,Yorkshire,NA,NA,NA
2017-05-05,Royal London One-Day Cup,male,ODM,Northamptonshire,50,2017,club,Lancashire,Northamptonshire,NA,NA,NA
2017-05-05,Royal London One-Day Cup,male,ODM,Sussex,50,2017,club,Kent,Sussex,NA,NA,NA
2017-05-05,Royal London One-Day Cup,male,ODM,Somerset,50,2017,club,Somerset,Glamorgan,NA,NA,NA
2017-05-07,Royal London One-Day Cup,male,ODM,Lancashire,50,2017,club,Lancashire,Warwickshire,NA,NA,NA
2017-05-07,Royal London One-Day Cup,male,ODM,Yorkshire,50,2017,club,Yorkshire,Derbyshire,NA,NA,NA
2017-05-07,Royal London One-Day Cup,male,ODM,Sussex,50,2017,club,Sussex,Surrey,NA,NA,NA
2017-05-07,Royal London One-Day Cup,male,ODM,Nottinghamshire,50,2017,club,Leicestershire,Nottinghamshire,NA,NA,NA
2017-05-07,Royal London One-Day Cup,male,ODM,Kent,50,2017,club,Kent,Middlesex,NA,NA,NA
2017-05-07,Royal London One-Day Cup,male,ODM,Glamorgan,50,2017,club,Glamorgan,Essex,NA,NA,NA
2017-05-07,Royal London One-Day Cup,male,ODM,Durham,50,2017,club,Durham,Northamptonshire,NA,NA,NA
2017-05-07,Royal London One-Day Cup,male,ODM,Hampshire,50,2017,club,Gloucestershire,Hampshire,NA,NA,NA
2017-05-10,Royal London One-Day Cup,male,ODM,Gloucestershire,50,2017,club,Gloucestershire,Kent,NA,NA,NA
2017-05-10,Royal London One-Day Cup,male,ODM,Hampshire,50,2017,club,Somerset,Hampshire,NA,NA,NA
2017-05-10,Royal London One-Day Cup,male,ODM,Yorkshire,50,2017,club,Yorkshire,Northamptonshire,NA,NA,NA
2017-05-10,Royal London One-Day Cup,male,ODM,Derbyshire,50,2017,club,Warwickshire,Derbyshire,NA,NA,NA
2017-05-10,Royal London One-Day Cup,male,ODM,Lancashire,50,2017,club,Lancashire,Worcestershire,NA,NA,NA
2017-05-10,Royal London One-Day Cup,male,ODM,Essex,50,2017,club,Essex,Sussex,NA,NA,NA
2017-05-10,Royal London One-Day Cup,male,ODM,Middlesex,50,2017,club,Middlesex,Glamorgan,NA,NA,NA
2017-05-11,Royal London One-Day Cup,male,ODM,Durham,50,2017,club,Nottinghamshire,Durham,NA,NA,NA
2017-05-12,Royal London One-Day Cup,male,ODM,Lancashire,50,2017,club,Derbyshire,Lancashire,NA,D/L,NA
2017-05-12,Royal London One-Day Cup,male,ODM,Glamorgan,50,2017,club,Hampshire,Glamorgan,NA,NA,NA
2017-05-12,Royal London One-Day Cup,male,ODM,Surrey,50,2017,club,Surrey,Kent,NA,D/L,NA
2017-05-12,Royal London One-Day Cup,male,ODM,Worcestershire,50,2017,club,Warwickshire,Worcestershire,NA,D/L,NA
2017-05-12,Royal London One-Day Cup,male,ODM,Somerset,50,2017,club,Somerset,Gloucestershire,NA,D/L,NA
2017-05-12,Royal London One-Day Cup,male,ODM,Essex,50,2017,club,Middlesex,Essex,NA,NA,NA
2017-05-12,Royal London One-Day Cup,male,ODM,NA,50,2017,club,Northamptonshire,Leicestershire,no result,NA,NA
2017-05-14,Royal London One-Day Cup,male,ODM,Warwickshire,50,2017,club,Yorkshire,Warwickshire,NA,NA,NA
2017-05-14,Royal London One-Day Cup,male,ODM,Worcestershire,50,2017,club,Worcestershire,Durham,NA,NA,NA
2017-05-14,Royal London One-Day Cup,male,ODM,Gloucestershire,50,2017,club,Sussex,Gloucestershire,NA,NA,NA
2017-05-14,Royal London One-Day Cup,male,ODM,Surrey,50,2017,club,Hampshire,Surrey,NA,D/L,NA
2017-05-14,Royal London One-Day Cup,male,ODM,Nottinghamshire,50,2017,club,Lancashire,Nottinghamshire,NA,NA,NA
2017-05-14,Royal London One-Day Cup,male,ODM,Leicestershire,50,2017,club,Derbyshire,Leicestershire,NA,NA,NA
2017-05-14,Royal London One-Day Cup,male,ODM,Glamorgan,50,2017,club,Glamorgan,Kent,NA,NA,NA
2017-05-14,Royal London One-Day Cup,male,ODM,Essex,50,2017,club,Essex,Somerset,NA,NA,NA
2017-05-16,Royal London One-Day Cup,male,ODM,NA,50,2017,club,Northamptonshire,Nottinghamshire,no result,NA,NA
2017-05-16,Royal London One-Day Cup,male,ODM,Worcestershire,50,2017,club,Derbyshire,Worcestershire,NA,D/L,NA
2017-05-16,Royal London One-Day Cup,male,ODM,Yorkshire,50,2017,club,Yorkshire,Leicestershire,NA,NA,NA
2017-05-16,Royal London One-Day Cup,male,ODM,Lancashire,50,2017,club,Lancashire,Durham,NA,NA,NA
2017-05-17,Royal London One-Day Cup,male,ODM,Essex,50,2017,club,Essex,Kent,NA,D/L,NA
2017-06-13,Royal London One-Day Cup,male,ODM,Nottinghamshire,50,2017,club,Nottinghamshire,Somerset,NA,NA,Quarter Final
2017-06-13,Royal London One-Day Cup,male,ODM,Surrey,50,2017,club,Surrey,Yorkshire,NA,NA,Quarter Final
2017-06-16,Royal London One-Day Cup,male,ODM,Nottinghamshire,50,2017,club,Essex,Nottinghamshire,NA,NA,Semi Final
2017-06-17,Royal London One-Day Cup,male,ODM,Surrey,50,2017,club,Surrey,Worcestershire,NA,NA,Semi Final
2017-07-01,Royal London One-Day Cup,male,ODM,Nottinghamshire,50,2017,club,Surrey,Nottinghamshire,NA,NA,Final
2017-04-07,Specsavers County Championship,male,MDM,Hampshire,NA,2017,club,Yorkshire,Hampshire,NA,NA,NA
2017-04-07,Specsavers County Championship,male,MDM,Surrey,NA,2017,club,Surrey,Warwickshire,NA,NA,NA
2017-04-07,Specsavers County Championship,male,MDM,NA,NA,2017,club,Lancashire,Essex,draw,NA,NA
2017-04-14,Specsavers County Championship,male,MDM,Essex,NA,2017,club,Somerset,Essex,NA,NA,NA
2017-04-14,Specsavers County Championship,male,MDM,NA,NA,2017,club,Middlesex,Hampshire,draw,NA,NA
2017-04-14,Specsavers County Championship,male,MDM,Yorkshire,NA,2017,club,Warwickshire,Yorkshire,NA,NA,NA
2017-04-21,Specsavers County Championship,male,MDM,Lancashire,NA,2017,club,Lancashire,Somerset,NA,NA,NA
2017-04-21,Specsavers County Championship,male,MDM,NA,NA,2017,club,Middlesex,Essex,draw,NA,NA
2017-04-21,Specsavers County Championship,male,MDM,NA,NA,2017,club,Hampshire,Yorkshire,draw,NA,NA
2017-04-21,Specsavers County Championship,male,MDM,NA,NA,2017,club,Warwickshire,Surrey,draw,NA,NA
2017-05-19,Specsavers County Championship,male,MDM,NA,NA,2017,club,Surrey,Middlesex,draw,NA,NA
2017-05-19,Specsavers County Championship,male,MDM,NA,NA,2017,club,Yorkshire,Lancashire,draw,NA,NA
2017-05-19,Specsavers County Championship,male,MDM,Essex,NA,2017,club,Essex,Hampshire,NA,NA,NA
2017-05-26,Specsavers County Championship,male,MDM,NA,NA,2017,club,Surrey,Essex,draw,NA,NA
2017-06-02,Specsavers County Championship,male,MDM,NA,NA,2017,club,Somerset,Middlesex,draw,NA,NA
2017-06-02,Specsavers County Championship,male,MDM,Hampshire,NA,2017,club,Hampshire,Warwickshire,NA,NA,NA
2017-06-02,Specsavers County Championship,male,MDM,Yorkshire,NA,2017,club,Lancashire,Yorkshire,NA,NA,NA
2017-06-09,Specsavers County Championship,male,MDM,Lancashire,NA,2017,club,Middlesex,Lancashire,NA,NA,NA
2017-06-09,Specsavers County Championship,male,MDM,Essex,NA,2017,club,Surrey,Essex,NA,NA,NA
2017-06-19,Specsavers County Championship,male,MDM,Lancashire,NA,2017,club,Hampshire,Lancashire,NA,NA,NA
2017-06-19,Specsavers County Championship,male,MDM,Middlesex,NA,2017,club,Middlesex,Yorkshire,NA,NA,NA
2017-06-19,Specsavers County Championship,male,MDM,Essex,NA,2017,club,Essex,Warwickshire,NA,NA,NA
2017-06-26,Specsavers County Championship,male,MDM,Essex,NA,2017,club,Middlesex,Essex,NA,NA,NA
2017-06-26,Specsavers County Championship,male,MDM,NA,NA,2017,club,Hampshire,Somerset,draw,NA,NA
2017-06-26,Specsavers County Championship,male,MDM,NA,NA,2017,club,Lancashire,Warwickshire,draw,NA,NA
2017-06-26,Specsavers County Championship,male,MDM,NA,NA,2017,club,Surrey,Yorkshire,draw,NA,NA
2017-07-03,Specsavers County Championship,male,MDM,Middlesex,NA,2017,club,Warwickshire,Middlesex,NA,NA,NA
2017-07-03,Specsavers County Championship,male,MDM,Somerset,NA,2017,club,Somerset,Yorkshire,NA,NA,NA
2017-07-03,Specsavers County Championship,male,MDM,NA,NA,2017,club,Hampshire,Surrey,draw,NA,NA
2017-08-06,Specsavers County Championship,male,MDM,Essex,NA,2017,club,Yorkshire,Essex,NA,NA,NA
2017-08-06,Specsavers County Championship,male,MDM,Warwickshire,NA,2017,club,Warwickshire,Middlesex,NA,NA,NA
2017-08-06,Specsavers County Championship,male,MDM,NA,NA,2017,club,Lancashire,Hampshire,draw,NA,NA
2017-08-07,Specsavers County Championship,male,MDM,NA,NA,2017,club,Somerset,Surrey,draw,NA,NA
2017-08-28,Specsavers County Championship,male,MDM,NA,NA,2017,club,Middlesex,Surrey,draw,NA,NA
2017-08-28,Specsavers County Championship,male,MDM,Lancashire,NA,2017,club,Warwickshire,Lancashire,NA,NA,NA
2017-08-28,Specsavers County Championship,male,MDM,Essex,NA,2017,club,Essex,Somerset,NA,NA,NA
