dates,event_name,gender,match_type,winner,overs,season,team_type,team1,team2,result,method,stage
2015-05-03,Indian Premier League,male,T20,Mumbai Indians,20,2015,club,Kings XI Punjab,Mumbai Indians,NA,NA,NA
2015-05-03,Indian Premier League,male,T20,Rajasthan Royals,20,2015,club,Rajasthan Royals,Delhi Daredevils,NA,NA,NA
2015-05-04,Indian Premier League,male,T20,Chennai Super Kings,20,2015,club,Chennai Super Kings,Royal Challengers Bangalore,NA,NA,NA
2015-05-04,Indian Premier League,male,T20,Kolkata Knight Riders,20,2015,club,Kolkata Knight Riders,Sunrisers Hyderabad,NA,NA,NA
2015-05-05,Indian Premier League,male,T20,Mumbai Indians,20,2015,club,Mumbai Indians,Delhi Daredevils,NA,NA,NA
2015-05-06,Indian Premier League,male,T20,Royal Challengers Bangalore,20,2015,club,Royal Challengers Bangalore,Kings XI Punjab,NA,NA,NA
2015-05-07,Indian Premier League,male,T20,Sunrisers Hyderabad,20,2015,club,Rajasthan Royals,Sunrisers Hyderabad,NA,NA,NA
2015-05-08,Indian Premier League,male,T20,Mumbai Indians,20,2015,club,Chennai Super Kings,Mumbai Indians,NA,NA,NA
2015-05-09,Indian Premier League,male,T20,Kolkata Knight Riders,20,2015,club,Kolkata Knight Riders,Kings XI Punjab,NA,NA,NA
2015-05-09,Indian Premier League,male,T20,Sunrisers Hyderabad,20,2015,club,Delhi Daredevils,Sunrisers Hyderabad,NA,NA,NA
2015-05-10,Indian Premier League,male,T20,Royal Challengers Bangalore,20,2015,club,Mumbai Indians,Royal Challengers Bangalore,NA,NA,NA
2015-05-10,Indian Premier League,male,T20,Chennai Super Kings,20,2015,club,Chennai Super Kings,Rajasthan Royals,NA,NA,NA
2015-05-11,Indian Premier League,male,T20,Sunrisers Hyderabad,20,2015,club,Sunrisers Hyderabad,Kings XI Punjab,NA,NA,NA
2015-05-12,Indian Premier League,male,T20,Delhi Daredevils,20,2015,club,Delhi Daredevils,Chennai Super Kings,NA,NA,NA
2015-05-13,Indian Premier League,male,T20,Kings XI Punjab,20,2015,club,Kings XI Punjab,Royal Challengers Bangalore,NA,NA,NA
2015-05-14,Indian Premier League,male,T20,Mumbai Indians,20,2015,club,Mumbai Indians,Kolkata Knight Riders,NA,NA,NA
2015-05-15,Indian Premier League,male,T20,Royal Challengers Bangalore,20,2015,club,Sunrisers Hyderabad,Royal Challengers Bangalore,NA,D/L,NA
2015-05-16,Indian Premier League,male,T20,Chennai Super Kings,20,2015,club,Kings XI Punjab,Chennai Super Kings,NA,NA,NA
2015-05-16,Indian Premier League,male,T20,Rajasthan Royals,20,2015,club,Rajasthan Royals,Kolkata Knight Riders,NA,NA,NA
2015-05-17,Indian Premier League,male,T20,NA,20,2015,club,Royal Challengers Bangalore,Delhi Daredevils,no result,NA,NA
2015-05-17,Indian Premier League,male,T20,Mumbai Indians,20,2015,club,Sunrisers Hyderabad,Mumbai Indians,NA,NA,NA
2015-05-19,Indian Premier League,male,T20,Mumbai Indians,20,2015,club,Chennai Super Kings,Mumbai Indians,NA,NA,Qualifier 1
2015-05-20,Indian Premier League,male,T20,Royal Challengers Bangalore,20,2015,club,Royal Challengers Bangalore,Rajasthan Royals,NA,NA,Eliminator
2015-05-22,Indian Premier League,male,T20,Chennai Super Kings,20,2015,club,Chennai Super Kings,Royal Challengers Bangalore,NA,NA,Qualifier 2
2015-05-24,Indian Premier League,male,T20,Mumbai Indians,20,2015,club,Mumbai Indians,Chennai Super Kings,NA,NA,Final
2015-11-01,Ram Slam T20 Challenge,male,T20,Dolphins,20,2015/16,club,Dolphins,Titans,NA,NA,NA
2015-11-06,Ram Slam T20 Challenge,male,T20,Cape Cobras,20,2015/16,club,Cape Cobras,Warriors,NA,NA,NA
2015-11-06,Ram Slam T20 Challenge,male,T20,Dolphins,20,2015/16,club,Knights,Dolphins,NA,NA,NA
2015-11-08,Ram Slam T20 Challenge,male,T20,Dolphins,20,2015/16,club,Dolphins,Warriors,NA,NA,NA
2015-11-08,Ram Slam T20 Challenge,male,T20,Titans,20,2015/16,club,Titans,Cape Cobras,NA,NA,NA
2015-11-11,Ram Slam T20 Challenge,male,T20,Cape Cobras,20,2015/16,club,Knights,Cape Cobras,NA,NA,NA
2015-11-13,Ram Slam T20 Challenge,male,T20,Warriors,20,2015/16,club,Warriors,Lions,NA,NA,NA
2015-11-15,Ram Slam T20 Challenge,male,T20,Cape Cobras,20,2015/16,club,Dolphins,Cape Cobras,NA,NA,NA
2015-11-15,Ram Slam T20 Challenge,male,T20,Titans,20,2015/16,club,Warriors,Titans,NA,NA,NA
2015-11-15,Ram Slam T20 Challenge,male,T20,Lions,20,2015/16,club,Lions,Knights,NA,NA,NA
2015-11-18,Ram Slam T20 Challenge,male,T20,Titans,20,2015/16,club,Titans,Dolphins,NA,NA,NA
2015-11-20,Ram Slam T20 Challenge,male,T20,NA,20,2015/16,club,Dolphins,Warriors,no result,NA,NA
2015-11-22,Ram Slam T20 Challenge,male,T20,Cape Cobras,20,2015/16,club,Knights,Cape Cobras,NA,NA,NA
2015-11-25,Ram Slam T20 Challenge,male,T20,Knights,20,2015/16,club,Knights,Lions,NA,NA,NA
2015-11-28,Ram Slam T20 Challenge,male,T20,Knights,20,2015/16,club,Dolphins,Knights,NA,NA,NA
2015-11-28,Ram Slam T20 Challenge,male,T20,Titans,20,2015/16,club,Titans,Warriors,NA,NA,NA
2015-11-29,Ram Slam T20 Challenge,male,T20,Cape Cobras,20,2015/16,club,Lions,Cape Cobras,NA,NA,NA
2015-12-02,Ram Slam T20 Challenge,male,T20,Warriors,20,2015/16,club,Warriors,Cape Cobras,NA,NA,NA
2015-12-04,Ram Slam T20 Challenge,male,T20,Dolphins,20,2015/16,club,Cape Cobras,Dolphins,NA,NA,NA
2015-12-04,Ram Slam T20 Challenge,male,T20,Warriors,20,2015/16,club,Knights,Warriors,NA,NA,NA
2015-12-04,Ram Slam T20 Challenge,male,T20,Titans,20,2015/16,club,Titans,Lions,NA,D/L,NA
2015-12-06,Ram Slam T20 Challenge,male,T20,Knights,20,2015/16,club,Titans,Knights,NA,NA,NA
2015-12-09,Ram Slam T20 Challenge,male,T20,Dolphins,20,2015/16,club,Dolphins,Cape Cobras,NA,NA,Semi-Final
2015-12-12,Ram Slam T20 Challenge,male,T20,Titans,20,2015/16,club,Dolphins,Titans,NA,NA,Final
2015-06-20,Caribbean Premier League,male,T20,Barbados Tridents,20,2015,club,Barbados Tridents,Guyana Amazon Warriors,NA,NA,NA
2015-06-21,Caribbean Premier League,male,T20,NA,20,2015,club,St Lucia Zouks,Trinidad & Tobago Red Steel,no result,NA,NA
2015-06-23,Caribbean Premier League,male,T20,Barbados Tridents,20,2015,club,Barbados Tridents,Jamaica Tallawahs,NA,NA,NA
2015-06-24,Caribbean Premier League,male,T20,St Lucia Zouks,20,2015,club,St Kitts and Nevis Patriots,St Lucia Zouks,NA,NA,NA
2015-06-25,Caribbean Premier League,male,T20,Barbados Tridents,20,2015,club,Trinidad & Tobago Red Steel,Barbados Tridents,NA,NA,NA
2015-06-26,Caribbean Premier League,male,T20,St Lucia Zouks,20,2015,club,St Lucia Zouks,Guyana Amazon Warriors,NA,D/L,NA
2015-06-27,Caribbean Premier League,male,T20,St Kitts and Nevis Patriots,20,2015,club,St Kitts and Nevis Patriots,Barbados Tridents,NA,NA,NA
2015-06-28,Caribbean Premier League,male,T20,Jamaica Tallawahs,20,2015,club,St Lucia Zouks,Jamaica Tallawahs,NA,NA,NA
2015-06-30,Caribbean Premier League,male,T20,Jamaica Tallawahs,20,2015,club,St Kitts and Nevis Patriots,Jamaica Tallawahs,NA,NA,NA
2015-07-01,Caribbean Premier League,male,T20,Barbados Tridents,20,2015,club,Barbados Tridents,St Lucia Zouks,NA,NA,NA
2015-07-03,Caribbean Premier League,male,T20,Guyana Amazon Warriors,20,2015,club,St Kitts and Nevis Patriots,Guyana Amazon Warriors,NA,NA,NA
2015-07-03,Caribbean Premier League,male,T20,St Lucia Zouks,20,2015,club,St Lucia Zouks,Barbados Tridents,NA,NA,NA
2015-07-04,Caribbean Premier League,male,T20,St Kitts and Nevis Patriots,20,2015,club,St Kitts and Nevis Patriots,Jamaica Tallawahs,NA,NA,NA
2015-07-04,Caribbean Premier League,male,T20,Trinidad & Tobago Red Steel,20,2015,club,Guyana Amazon Warriors,Trinidad & Tobago Red Steel,NA,NA,NA
2015-07-06,Caribbean Premier League,male,T20,St Kitts and Nevis Patriots,20,2015,club,Barbados Tridents,St Kitts and Nevis Patriots,NA,NA,NA
2015-07-07,Caribbean Premier League,male,T20,Jamaica Tallawahs,20,2015,club,St Lucia Zouks,Jamaica Tallawahs,NA,NA,NA
2015-07-08,Caribbean Premier League,male,T20,Guyana Amazon Warriors,20,2015,club,St Kitts and Nevis Patriots,Guyana Amazon Warriors,NA,D/L,NA
2015-07-09,Caribbean Premier League,male,T20,Jamaica Tallawahs,20,2015,club,Jamaica Tallawahs,Trinidad & Tobago Red Steel,NA,NA,NA
2015-07-10,Caribbean Premier League,male,T20,St Kitts and Nevis Patriots,20,2015,club,St Kitts and Nevis Patriots,St Lucia Zouks,NA,NA,NA
2015-07-11,Caribbean Premier League,male,T20,Trinidad & Tobago Red Steel,20,2015,club,St Kitts and Nevis Patriots,Trinidad & Tobago Red Steel,NA,NA,NA
2015-07-11,Caribbean Premier League,male,T20,Barbados Tridents,20,2015,club,Barbados Tridents,Jamaica Tallawahs,NA,NA,NA
2015-07-12,Caribbean Premier League,male,T20,Guyana Amazon Warriors,20,2015,club,Guyana Amazon Warriors,Jamaica Tallawahs,NA,NA,NA
2015-07-14,Caribbean Premier League,male,T20,St Lucia Zouks,20,2015,club,Trinidad & Tobago Red Steel,St Lucia Zouks,NA,NA,NA
2015-07-16,Caribbean Premier League,male,T20,Trinidad & Tobago Red Steel,20,2015,club,Trinidad & Tobago Red Steel,Barbados Tridents,NA,NA,NA
2015-07-17,Caribbean Premier League,male,T20,Guyana Amazon Warriors,20,2015,club,St Lucia Zouks,Guyana Amazon Warriors,NA,NA,NA
2015-07-18,Caribbean Premier League,male,T20,Trinidad & Tobago Red Steel,20,2015,club,Trinidad & Tobago Red Steel,St Kitts and Nevis Patriots,NA,D/L,NA
2015-07-18,Caribbean Premier League,male,T20,Barbados Tridents,20,2015,club,Barbados Tridents,Guyana Amazon Warriors,NA,NA,NA
2015-07-19,Caribbean Premier League,male,T20,Trinidad & Tobago Red Steel,20,2015,club,Trinidad & Tobago Red Steel,Jamaica Tallawahs,NA,NA,NA
2015-07-21,Caribbean Premier League,male,T20,Guyana Amazon Warriors,20,2015,club,Trinidad & Tobago Red Steel,Guyana Amazon Warriors,NA,NA,NA
2015-07-23,Caribbean Premier League,male,T20,Trinidad & Tobago Red Steel,20,2015,club,Trinidad & Tobago Red Steel,Jamaica Tallawahs,NA,NA,Semi Final
2015-07-25,Caribbean Premier League,male,T20,Trinidad & Tobago Red Steel,20,2015,club,Guyana Amazon Warriors,Trinidad & Tobago Red Steel,NA,NA,Semi Final
2015-07-26,Caribbean Premier League,male,T20,Trinidad & Tobago Red Steel,20,2015,club,Trinidad & Tobago Red Steel,Barbados Tridents,NA,NA,Final
2015-12-18,Women's Big Bash League,female,T20,Melbourne Stars,20,2015/16,club,Sydney Sixers,Melbourne Stars,NA,NA,NA
2015-12-19,Women's Big Bash League,female,T20,Brisbane Heat,20,2015/16,club,Adelaide Strikers,Brisbane Heat,NA,NA,NA
2015-12-19,Women's Big Bash League,female,T20,Melbourne Stars,20,2015/16,club,Sydney Sixers,Melbourne Stars,NA,NA,NA
2015-12-26,Women's Big Bash League,female,T20,Perth Scorchers,20,2015/16,club,Melbourne Stars,Perth Scorchers,NA,NA,NA
2015-12-27,Women's Big Bash League,female,T20,Perth Scorchers,20,2015/16,club,Melbourne Stars,Perth Scorchers,NA,NA,NA
2015-12-31,Women's Big Bash League,female,T20,Adelaide Strikers,20,2015/16,club,Adelaide Strikers,Perth Scorchers,NA,NA,NA
2016-01-15,Women's Big Bash League,female,T20,Sydney Sixers,20,2015/16,club,Sydney Sixers,Hobart Hurricanes,NA,D/L,NA
2016-01-17,Women's Big Bash League,female,T20,Perth Scorchers,20,2015/16,club,Melbourne Renegades,Perth Scorchers,NA,NA,NA
2016-01-21,Women's Big Bash League,female,T20,Sydney Thunder,20,2015/16,club,Sydney Thunder,Perth Scorchers,NA,NA,Semi Final
2016-01-22,Women's Big Bash League,female,T20,Sydney Sixers,20,2015/16,club,Hobart Hurricanes,Sydney Sixers,NA,D/L,Semi Final
2015-12-18,Big Bash League,male,T20,Adelaide Strikers,20,2015/16,club,Adelaide Strikers,Melbourne Stars,NA,NA,NA
2015-12-19,Big Bash League,male,T20,Melbourne Renegades,20,2015/16,club,Brisbane Heat,Melbourne Renegades,NA,NA,NA
2015-12-20,Big Bash League,male,T20,Sydney Sixers,20,2015/16,club,Sydney Sixers,Hobart Hurricanes,NA,NA,NA
2015-12-21,Big Bash League,male,T20,Adelaide Strikers,20,2015/16,club,Perth Scorchers,Adelaide Strikers,NA,NA,NA
2015-12-22,Big Bash League,male,T20,Hobart Hurricanes,20,2015/16,club,Hobart Hurricanes,Brisbane Heat,NA,NA,NA
2015-12-23,Big Bash League,male,T20,Sydney Sixers,20,2015/16,club,Melbourne Renegades,Sydney Sixers,NA,NA,NA
2015-12-26,Big Bash League,male,T20,Perth Scorchers,20,2015/16,club,Perth Scorchers,Brisbane Heat,NA,NA,NA
2015-12-27,Big Bash League,male,T20,Melbourne Stars,20,2015/16,club,Sydney Sixers,Melbourne Stars,NA,NA,NA
2015-12-28,Big Bash League,male,T20,Sydney Thunder,20,2015/16,club,Sydney Thunder,Adelaide Strikers,NA,NA,NA
2015-12-29,Big Bash League,male,T20,Hobart Hurricanes,20,2015/16,club,Brisbane Heat,Hobart Hurricanes,NA,NA,NA
2015-12-30,Big Bash League,male,T20,Perth Scorchers,20,2015/16,club,Melbourne Renegades,Perth Scorchers,NA,NA,NA
2015-12-31,Big Bash League,male,T20,Adelaide Strikers,20,2015/16,club,Adelaide Strikers,Sydney Sixers,NA,NA,NA
2016-01-01,Big Bash League,male,T20,Hobart Hurricanes,20,2015/16,club,Hobart Hurricanes,Sydney Thunder,NA,NA,NA
2016-01-02,Big Bash League,male,T20,Melbourne Stars,20,2015/16,club,Melbourne Stars,Melbourne Renegades,NA,NA,NA
2016-01-02,Big Bash League,male,T20,Perth Scorchers,20,2015/16,club,Perth Scorchers,Sydney Sixers,NA,NA,NA
2016-01-03,Big Bash League,male,T20,Brisbane Heat,20,2015/16,club,Brisbane Heat,Sydney Thunder,NA,NA,NA
2016-01-04,Big Bash League,male,T20,Melbourne Renegades,20,2015/16,club,Hobart Hurricanes,Melbourne Renegades,NA,NA,NA
2016-01-05,Big Bash League,male,T20,Adelaide Strikers,20,2015/16,club,Adelaide Strikers,Perth Scorchers,NA,NA,NA
2016-01-06,Big Bash League,male,T20,Melbourne Stars,20,2015/16,club,Melbourne Stars,Hobart Hurricanes,NA,NA,NA
2016-01-07,Big Bash League,male,T20,Perth Scorchers,20,2015/16,club,Sydney Thunder,Perth Scorchers,NA,NA,NA
2016-01-08,Big Bash League,male,T20,Adelaide Strikers,20,2015/16,club,Brisbane Heat,Adelaide Strikers,NA,NA,NA
2016-01-09,Big Bash League,male,T20,Melbourne Stars,20,2015/16,club,Melbourne Renegades,Melbourne Stars,NA,NA,NA
2016-01-10,Big Bash League,male,T20,Perth Scorchers,20,2015/16,club,Hobart Hurricanes,Perth Scorchers,NA,NA,NA
2016-01-10,Big Bash League,male,T20,Brisbane Heat,20,2015/16,club,Sydney Sixers,Brisbane Heat,NA,NA,NA
2016-01-11,Big Bash League,male,T20,Melbourne Renegades,20,2015/16,club,Sydney Thunder,Melbourne Renegades,NA,NA,NA
2016-01-13,Big Bash League,male,T20,Adelaide Strikers,20,2015/16,club,Adelaide Strikers,Hobart Hurricanes,NA,NA,NA
2016-01-14,Big Bash League,male,T20,Brisbane Heat,20,2015/16,club,Melbourne Stars,Brisbane Heat,NA,NA,NA
2016-01-16,Big Bash League,male,T20,Sydney Thunder,20,2015/16,club,Sydney Sixers,Sydney Thunder,NA,NA,NA
2016-01-18,Big Bash League,male,T20,Adelaide Strikers,20,2015/16,club,Melbourne Renegades,Adelaide Strikers,NA,NA,NA
2016-01-21,Big Bash League,male,T20,Sydney Thunder,20,2015/16,club,Adelaide Strikers,Sydney Thunder,NA,NA,Semi Final
2016-01-22,Big Bash League,male,T20,Melbourne Stars,20,2015/16,club,Melbourne Stars,Perth Scorchers,NA,NA,Semi Final
2016-01-24,Big Bash League,male,T20,Sydney Thunder,20,2015/16,club,Melbourne Stars,Sydney Thunder,NA,NA,Final
2016-01-02,Syed Mushtaq Ali Trophy,male,T20,Himachal,20,2015/16,club,Gujarat,Himachal,NA,NA,NA
2016-01-02,Syed Mushtaq Ali Trophy,male,T20,Bengal,20,2015/16,club,Bengal,Hyderabad (India),NA,NA,NA
2016-01-02,Syed Mushtaq Ali Trophy,male,T20,Tamil Nadu,20,2015/16,club,Haryana,Tamil Nadu,NA,NA,NA
2016-01-02,Syed Mushtaq Ali Trophy,male,T20,Rajasthan,20,2015/16,club,Punjab,Rajasthan,NA,NA,NA
2016-01-02,Syed Mushtaq Ali Trophy,male,T20,Kerala,20,2015/16,club,Jammu & Kashmir,Kerala,NA,NA,NA
2016-01-02,Syed Mushtaq Ali Trophy,male,T20,Saurashtra,20,2015/16,club,Saurashtra,Tripura,NA,NA,NA
2016-01-02,Syed Mushtaq Ali Trophy,male,T20,Madhya Pradesh,20,2015/16,club,Andhra,Madhya Pradesh,NA,NA,NA
2016-01-02,Syed Mushtaq Ali Trophy,male,T20,Delhi,20,2015/16,club,Railways,Delhi,NA,NA,NA
2016-01-02,Syed Mushtaq Ali Trophy,male,T20,Mumbai,20,2015/16,club,Odisha,Mumbai,NA,NA,NA
2016-01-02,Syed Mushtaq Ali Trophy,male,T20,Services,20,2015/16,club,Karnataka,Services,NA,NA,NA
2016-01-02,Syed Mushtaq Ali Trophy,male,T20,Uttar Pradesh,20,2015/16,club,Maharashtra,Uttar Pradesh,NA,NA,NA
2016-01-03,Syed Mushtaq Ali Trophy,male,T20,Gujarat,20,2015/16,club,Gujarat,Vidarbha,NA,NA,NA
2016-01-03,Syed Mushtaq Ali Trophy,male,T20,Hyderabad (India),20,2015/16,club,Hyderabad (India),Himachal,NA,NA,NA
2016-01-03,Syed Mushtaq Ali Trophy,male,T20,Tamil Nadu,20,2015/16,club,Tamil Nadu,Bengal,NA,NA,NA
2016-01-03,Syed Mushtaq Ali Trophy,male,T20,Punjab,20,2015/16,club,Jammu & Kashmir,Punjab,NA,NA,NA
2016-01-03,Syed Mushtaq Ali Trophy,male,T20,Kerala,20,2015/16,club,Kerala,Rajasthan,NA,NA,NA
2016-01-03,Syed Mushtaq Ali Trophy,male,T20,Jharkhand,20,2015/16,club,Tripura,Jharkhand,NA,NA,NA
2016-01-03,Syed Mushtaq Ali Trophy,male,T20,Madhya Pradesh,20,2015/16,club,Goa,Madhya Pradesh,NA,NA,NA
2016-01-03,Syed Mushtaq Ali Trophy,male,T20,Delhi,20,2015/16,club,Delhi,Andhra,NA,NA,NA
2016-01-03,Syed Mushtaq Ali Trophy,male,T20,Baroda,20,2015/16,club,Baroda,Railways,NA,NA,NA
2016-01-03,Syed Mushtaq Ali Trophy,male,T20,Uttar Pradesh,20,2015/16,club,Uttar Pradesh,Odisha,NA,NA,NA
2016-01-03,Syed Mushtaq Ali Trophy,male,T20,Karnataka,20,2015/16,club,Karnataka,Mumbai,NA,NA,NA
2016-01-03,Syed Mushtaq Ali Trophy,male,T20,Maharashtra,20,2015/16,club,Maharashtra,Services,NA,NA,NA
2016-01-04,Syed Mushtaq Ali Trophy,male,T20,Vidarbha,20,2015/16,club,Haryana,Vidarbha,NA,NA,NA
2016-01-04,Syed Mushtaq Ali Trophy,male,T20,Gujarat,20,2015/16,club,Hyderabad (India),Gujarat,NA,NA,NA
2016-01-04,Syed Mushtaq Ali Trophy,male,T20,Bengal,20,2015/16,club,Bengal,Himachal,NA,NA,NA
2016-01-04,Syed Mushtaq Ali Trophy,male,T20,Saurashtra,20,2015/16,club,Saurashtra,Jammu & Kashmir,NA,NA,NA
2016-01-04,Syed Mushtaq Ali Trophy,male,T20,Kerala,20,2015/16,club,Tripura,Kerala,NA,NA,NA
2016-01-04,Syed Mushtaq Ali Trophy,male,T20,Assam,20,2015/16,club,Goa,Assam,NA,NA,NA
2016-01-04,Syed Mushtaq Ali Trophy,male,T20,Delhi,20,2015/16,club,Madhya Pradesh,Delhi,NA,NA,NA
2016-01-04,Syed Mushtaq Ali Trophy,male,T20,Railways,20,2015/16,club,Railways,Andhra,NA,NA,NA
2016-01-04,Syed Mushtaq Ali Trophy,male,T20,Uttar Pradesh,20,2015/16,club,Karnataka,Uttar Pradesh,NA,NA,NA
2016-01-04,Syed Mushtaq Ali Trophy,male,T20,Mumbai,20,2015/16,club,Services,Mumbai,NA,NA,NA
2016-01-04,Syed Mushtaq Ali Trophy,male,T20,Maharashtra,20,2015/16,club,Odisha,Maharashtra,NA,NA,NA
2016-01-06,Syed Mushtaq Ali Trophy,male,T20,Gujarat,20,2015/16,club,Bengal,Gujarat,NA,NA,NA
2016-01-06,Syed Mushtaq Ali Trophy,male,T20,Kerala,20,2015/16,club,Kerala,Saurashtra,NA,NA,NA
2016-01-06,Syed Mushtaq Ali Trophy,male,T20,Punjab,20,2015/16,club,Jharkhand,Punjab,NA,NA,NA
2016-01-06,Syed Mushtaq Ali Trophy,male,T20,Tripura,20,2015/16,club,Jammu & Kashmir,Tripura,NA,NA,NA
2016-01-06,Syed Mushtaq Ali Trophy,male,T20,Delhi,20,2015/16,club,Assam,Delhi,NA,NA,NA
2016-01-06,Syed Mushtaq Ali Trophy,male,T20,Madhya Pradesh,20,2015/16,club,Railways,Madhya Pradesh,NA,NA,NA
2016-01-06,Syed Mushtaq Ali Trophy,male,T20,Baroda,20,2015/16,club,Baroda,Goa,NA,NA,NA
2016-01-08,Syed Mushtaq Ali Trophy,male,T20,Karnataka,20,2015/16,club,Odisha,Karnataka,NA,NA,NA
2016-01-08,Syed Mushtaq Ali Trophy,male,T20,Uttar Pradesh,20,2015/16,club,Uttar Pradesh,Services,NA,NA,NA
2016-01-08,Syed Mushtaq Ali Trophy,male,T20,Mumbai,20,2015/16,club,Maharashtra,Mumbai,NA,NA,NA
2016-01-07,Syed Mushtaq Ali Trophy,male,T20,Vidarbha,20,2015/16,club,Bengal,Vidarbha,NA,NA,NA
2016-01-07,Syed Mushtaq Ali Trophy,male,T20,Tamil Nadu,20,2015/16,club,Gujarat,Tamil Nadu,NA,NA,NA
2016-01-07,Syed Mushtaq Ali Trophy,male,T20,Jharkhand,20,2015/16,club,Jharkhand,Jammu & Kashmir,NA,NA,NA
2016-01-07,Syed Mushtaq Ali Trophy,male,T20,Punjab,20,2015/16,club,Tripura,Punjab,NA,NA,NA
2016-01-07,Syed Mushtaq Ali Trophy,male,T20,Saurashtra,20,2015/16,club,Saurashtra,Rajasthan,NA,NA,NA
2016-01-07,Syed Mushtaq Ali Trophy,male,T20,Railways,20,2015/16,club,Railways,Goa,NA,NA,NA
2016-01-07,Syed Mushtaq Ali Trophy,male,T20,Baroda,20,2015/16,club,Baroda,Madhya Pradesh,NA,NA,NA
2016-01-07,Syed Mushtaq Ali Trophy,male,T20,Andhra,20,2015/16,club,Andhra,Assam,NA,NA,NA
2016-01-07,Syed Mushtaq Ali Trophy,male,T20,Services,20,2015/16,club,Odisha,Services,NA,NA,NA
2016-01-07,Syed Mushtaq Ali Trophy,male,T20,Uttar Pradesh,20,2015/16,club,Mumbai,Uttar Pradesh,NA,NA,NA
2016-01-07,Syed Mushtaq Ali Trophy,male,T20,Maharashtra,20,2015/16,club,Maharashtra,Karnataka,NA,NA,NA
2016-01-09,Syed Mushtaq Ali Trophy,male,T20,Vidarbha,20,2015/16,club,Hyderabad (India),Vidarbha,NA,NA,NA
2016-01-09,Syed Mushtaq Ali Trophy,male,T20,Haryana,20,2015/16,club,Haryana,Bengal,NA,NA,NA
2016-01-09,Syed Mushtaq Ali Trophy,male,T20,Kerala,20,2015/16,club,Punjab,Kerala,NA,NA,NA
2016-01-09,Syed Mushtaq Ali Trophy,male,T20,Jharkhand,20,2015/16,club,Saurashtra,Jharkhand,NA,NA,NA
2016-01-09,Syed Mushtaq Ali Trophy,male,T20,Tripura,20,2015/16,club,Rajasthan,Tripura,NA,NA,NA
2016-01-09,Syed Mushtaq Ali Trophy,male,T20,Delhi,20,2015/16,club,Delhi,Goa,NA,NA,NA
2016-01-09,Syed Mushtaq Ali Trophy,male,T20,Assam,20,2015/16,club,Railways,Assam,NA,NA,NA
2016-01-09,Syed Mushtaq Ali Trophy,male,T20,Baroda,20,2015/16,club,Andhra,Baroda,NA,NA,NA
2016-01-10,Syed Mushtaq Ali Trophy,male,T20,Gujarat,20,2015/16,club,Haryana,Gujarat,NA,NA,NA
2016-01-10,Syed Mushtaq Ali Trophy,male,T20,Tamil Nadu,20,2015/16,club,Hyderabad (India),Tamil Nadu,NA,NA,NA
2016-01-10,Syed Mushtaq Ali Trophy,male,T20,Saurashtra,20,2015/16,club,Saurashtra,Punjab,NA,NA,NA
2016-01-10,Syed Mushtaq Ali Trophy,male,T20,Rajasthan,20,2015/16,club,Rajasthan,Jammu & Kashmir,NA,NA,NA
2016-01-10,Syed Mushtaq Ali Trophy,male,T20,Jharkhand,20,2015/16,club,Kerala,Jharkhand,NA,NA,NA
2016-01-10,Syed Mushtaq Ali Trophy,male,T20,Madhya Pradesh,20,2015/16,club,Assam,Madhya Pradesh,NA,NA,NA
2016-01-10,Syed Mushtaq Ali Trophy,male,T20,Goa,20,2015/16,club,Andhra,Goa,NA,NA,NA
2016-01-10,Syed Mushtaq Ali Trophy,male,T20,Delhi,20,2015/16,club,Baroda,Delhi,NA,NA,NA
2015-10-15,Plunket Shield,male,MDM,Auckland Aces,NA,2015/16,club,Canterbury,Auckland Aces,NA,NA,NA
2015-10-15,Plunket Shield,male,MDM,NA,NA,2015/16,club,Otago Volts,Central Stags,draw,NA,NA
2015-10-15,Plunket Shield,male,MDM,NA,NA,2015/16,club,Wellington Firebirds,Northern Districts,draw,NA,NA
2015-10-23,Plunket Shield,male,MDM,Wellington Firebirds,NA,2015/16,club,Central Stags,Wellington Firebirds,NA,NA,NA
2015-10-23,Plunket Shield,male,MDM,Auckland Aces,NA,2015/16,club,Northern Districts,Auckland Aces,NA,NA,NA
2015-10-24,Plunket Shield,male,MDM,Canterbury,NA,2015/16,club,Canterbury,Otago Volts,NA,NA,NA
2015-12-17,Plunket Shield,male,MDM,Wellington Firebirds,NA,2015/16,club,Wellington Firebirds,Otago Volts,NA,NA,NA
2015-12-17,Plunket Shield,male,MDM,NA,NA,2015/16,club,Northern Districts,Auckland Aces,draw,NA,NA
2015-12-17,Plunket Shield,male,MDM,Canterbury,NA,2015/16,club,Canterbury,Central Stags,NA,NA,NA
2016-02-05,Plunket Shield,male,MDM,Northern Districts,NA,2015/16,club,Northern Districts,Central Stags,NA,NA,NA
2016-02-05,Plunket Shield,male,MDM,Auckland Aces,NA,2015/16,club,Canterbury,Auckland Aces,NA,NA,NA
2016-02-05,Plunket Shield,male,MDM,Wellington Firebirds,NA,2015/16,club,Wellington Firebirds,Otago Volts,NA,NA,NA
2016-02-13,Plunket Shield,male,MDM,Auckland Aces,NA,2015/16,club,Wellington Firebirds,Auckland Aces,NA,NA,NA
2016-02-13,Plunket Shield,male,MDM,Otago Volts,NA,2015/16,club,Otago Volts,Northern Districts,NA,NA,NA
